host_since,first_review,neighbourhood_cleansed
2014-09-21,2014-09-27,ΙΛΙΣΙΑ
2013-07-17,2014-09-28,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2014-09-23,2018-07-21,ΚΟΛΩΝΟΣ
2014-09-08,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2011-03-15,2015-04-04,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2014-09-24,2016-01-01,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2014-09-26,2016-03-27,ΝΙΡΒΑΝΑ
2014-09-27,2014-10-04,ΝΕΟΣ ΚΟΣΜΟΣ
2014-09-29,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2014-03-06,2015-05-05,ΚΥΨΕΛΗ
2013-08-07,2015-07-07,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2013-11-28,2015-04-29,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2014-10-04,2018-05-11,ΝΕΟΣ ΚΟΣΜΟΣ
2012-07-24,2014-11-15,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2014-10-12,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2014-09-06,2015-03-26,ΠΑΤΗΣΙΑ
2011-03-15,2014-11-17,ΑΚΡΟΠΟΛΗ
2013-04-23,2014-12-20,ΛΥΚΑΒΗΤΤΟΣ
2014-10-22,2015-08-15,ΑΜΠΕΛΟΚΗΠΟΙ
2014-10-23,2014-11-18,ΑΜΠΕΛΟΚΗΠΟΙ
2012-10-01,2015-03-05,ΑΜΠΕΛΟΚΗΠΟΙ
2014-10-20,2014-10-29,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2014-06-14,2014-10-31,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2014-10-22,2018-01-04,ΚΕΡΑΜΕΙΚΟΣ
2013-08-16,2014-11-27,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ
2013-09-27,2014-11-08,ΚΟΛΩΝΟΣ
2014-10-05,2015-09-25,ΝΕΟΣ ΚΟΣΜΟΣ
2014-11-07,2015-03-29,ΠΕΤΡΑΛΩΝΑ
2014-11-16,2014-12-29,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2014-11-17,2015-03-08,ΠΑΓΚΡΑΤΙ
2011-08-03,,ΑΜΠΕΛΟΚΗΠΟΙ
2014-11-19,2015-02-23,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2014-11-17,2017-08-13,ΡΗΓΙΛΛΗΣ
2014-11-21,2015-02-16,ΚΟΛΩΝΟΣ
2014-11-22,2015-05-17,ΠΑΤΗΣΙΑ
2014-11-23,2015-01-25,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2014-09-28,2014-11-26,ΚΟΛΩΝΟΣ
2014-06-27,2015-01-05,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2014-05-12,2014-12-24,ΝΕΟΣ ΚΟΣΜΟΣ
2013-07-14,2015-05-23,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2014-03-25,2015-01-10,ΚΟΛΩΝΑΚΙ
2014-07-16,2014-12-22,ΣΤΑΔΙΟ
2014-12-19,2015-06-29,ΠΑΓΚΡΑΤΙ
2014-12-24,,ΝΙΡΒΑΝΑ
2012-05-14,2016-05-06,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2012-05-14,2016-10-11,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2012-05-14,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2012-05-14,2017-04-15,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2012-05-14,2015-07-25,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2012-05-14,2015-06-07,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-01-01,2015-04-04,ΝΕΟΣ ΚΟΣΜΟΣ
2015-01-10,,ΓΚΥΖΗ
2013-05-22,2015-02-03,ΖΑΠΠΕΙΟ
2012-12-30,2015-03-05,ΠΕΤΡΑΛΩΝΑ
2014-04-21,2015-04-29,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2014-11-21,2015-02-16,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ
2015-01-04,,ΚΟΛΩΝΑΚΙ
2015-01-22,,ΖΑΠΠΕΙΟ
2014-08-08,2015-02-22,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ
2015-01-24,2015-05-04,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-01-27,2015-03-24,ΑΚΡΟΠΟΛΗ
2015-01-27,2015-03-31,ΑΚΡΟΠΟΛΗ
2015-01-29,2015-04-05,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2012-08-30,2015-04-12,ΝΕΟΣ ΚΟΣΜΟΣ
2013-08-05,2015-02-19,ΑΚΡΟΠΟΛΗ
2015-02-05,2015-04-03,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2015-02-09,2015-04-19,ΣΤΑΔΙΟ
2014-10-11,2015-04-07,ΝΕΟΣ ΚΟΣΜΟΣ
2015-02-18,2015-04-08,ΠΑΓΚΡΑΤΙ
2013-08-15,2015-06-11,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2012-10-12,2015-03-09,ΓΟΥΔΙ
2012-04-07,2015-05-19,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2015-02-23,2015-11-09,ΑΜΠΕΛΟΚΗΠΟΙ
2015-01-29,2015-03-31,ΑΜΠΕΛΟΚΗΠΟΙ
2015-02-26,2015-03-31,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2014-02-10,2015-03-07,ΠΟΛΥΓΩΝΟ
2015-03-01,2015-03-16,ΝΕΟΣ ΚΟΣΜΟΣ
2015-03-02,2015-06-01,ΒΟΤΑΝΙΚΟΣ
2014-02-10,2015-05-20,ΠΟΛΥΓΩΝΟ
2015-02-26,2015-04-06,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2014-04-01,2015-08-02,ΑΜΠΕΛΟΚΗΠΟΙ
2014-06-03,2015-04-15,ΓΚΥΖΗ
2018-09-20,2015-04-28,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2014-12-11,2015-04-20,ΠΡΟΜΠΟΝΑ
2015-03-11,2015-06-05,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-03-13,,ΑΚΡΟΠΟΛΗ
2015-03-12,2015-04-20,ΠΑΓΚΡΑΤΙ
,2015-04-04,ΙΛΙΣΙΑ
2014-08-08,,ΛΥΚΑΒΗΤΤΟΣ
2014-02-21,2015-05-20,ΘΗΣΕΙΟ
2014-07-27,2015-04-24,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ
2011-06-27,2015-04-07,ΑΚΡΟΠΟΛΗ
2015-03-12,2015-05-09,ΘΗΣΕΙΟ
2013-10-29,2015-06-28,ΣΤΑΔΙΟ
2015-03-22,2015-04-14,ΚΕΡΑΜΕΙΚΟΣ
2015-03-22,2015-04-09,ΚΕΡΑΜΕΙΚΟΣ
2015-03-23,2015-06-30,ΠΑΓΚΡΑΤΙ
2015-03-24,2015-04-04,ΚΥΨΕΛΗ
2014-04-04,2018-07-01,ΑΚΡΟΠΟΛΗ
2014-12-09,2015-04-07,ΠΑΓΚΡΑΤΙ
2015-03-26,2015-04-06,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2014-09-05,2019-10-08,ΚΟΛΩΝΑΚΙ
2013-09-25,2015-05-02,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-03-30,2015-10-03,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2015-03-29,2015-07-24,ΓΟΥΔΙ
2012-09-17,2015-06-18,ΠΑΓΚΡΑΤΙ
2014-01-17,2015-05-12,ΝΕΟΣ ΚΟΣΜΟΣ
2014-09-08,,ΠΑΤΗΣΙΑ
2013-02-19,2015-05-04,ΚΟΛΩΝΑΚΙ
2014-04-21,2015-04-20,ΠΑΤΗΣΙΑ
2015-04-15,2015-05-05,ΖΑΠΠΕΙΟ
2015-03-09,2015-05-08,ΑΝΩ ΚΥΨΕΛΗ
2015-04-15,2015-04-20,ΝΙΡΒΑΝΑ
2015-04-15,2016-03-29,ΚΥΨΕΛΗ
2015-04-16,2015-05-04,ΠΑΓΚΡΑΤΙ
2015-04-17,2015-06-08,ΠΑΓΚΡΑΤΙ
2015-04-18,2015-06-02,ΑΚΡΟΠΟΛΗ
2014-07-31,2015-04-21,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-04-21,2015-06-03,ΚΥΨΕΛΗ
2016-06-17,2015-05-04,ΚΕΡΑΜΕΙΚΟΣ
2015-04-21,2015-06-07,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2013-06-29,2015-06-04,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2015-04-23,2015-05-10,ΝΕΟΣ ΚΟΣΜΟΣ
2015-04-28,2015-06-28,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2015-04-29,2015-05-26,ΘΗΣΕΙΟ
2015-04-30,2015-05-30,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2012-04-07,2015-05-17,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2013-06-08,2015-06-14,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-01-27,2015-06-03,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2015-05-02,2015-09-18,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2015-05-01,2015-05-05,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-05-02,2015-05-12,ΚΕΡΑΜΕΙΚΟΣ
2015-05-02,2015-06-06,ΙΛΙΣΙΑ
2015-05-04,2015-05-31,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2012-11-20,2015-05-19,ΓΟΥΔΙ
2015-05-06,2017-08-16,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2012-10-27,2016-02-09,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2013-10-29,2015-05-21,ΠΑΓΚΡΑΤΙ
2015-05-09,2015-05-19,ΚΟΛΩΝΟΣ
2014-09-28,2015-05-19,ΚΥΨΕΛΗ
2015-05-08,2015-06-17,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2015-05-12,2016-05-21,ΘΗΣΕΙΟ
2015-05-13,2015-05-29,ΝΕΟΣ ΚΟΣΜΟΣ
2011-06-15,2015-08-11,ΠΕΤΡΑΛΩΝΑ
2012-06-23,2015-08-23,ΚΟΛΩΝΑΚΙ
2014-03-06,2015-06-01,ΠΕΔΙΟ ΑΡΕΩΣ
2015-05-15,2015-05-26,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2012-06-23,2016-08-18,ΚΟΛΩΝΑΚΙ
2014-06-13,2016-05-26,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2015-05-19,2016-05-31,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2013-05-22,2015-07-01,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2014-04-21,2015-06-25,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-05-21,,ΠΟΛΥΓΩΝΟ
2015-05-21,2015-07-05,ΠΑΓΚΡΑΤΙ
2014-08-30,2015-10-27,ΙΛΙΣΙΑ
2015-04-25,2017-04-09,ΑΚΡΟΠΟΛΗ
2015-05-23,,ΠΕΔΙΟ ΑΡΕΩΣ
2014-09-15,2015-06-13,ΑΚΡΟΠΟΛΗ
2014-08-23,2015-09-06,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2015-05-27,2017-02-13,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2015-05-27,2017-05-31,ΚΟΛΩΝΑΚΙ
2015-05-28,,ΚΟΛΩΝΑΚΙ
2013-06-26,2015-07-09,ΑΚΡΟΠΟΛΗ
2014-01-21,2017-03-10,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2015-04-22,2015-07-29,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ
2014-11-27,2015-09-16,ΑΜΠΕΛΟΚΗΠΟΙ
2015-06-02,2016-06-11,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-06-04,2015-07-10,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-05-25,2015-06-26,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-06-04,2015-06-09,ΚΕΡΑΜΕΙΚΟΣ
2014-12-20,2015-06-09,ΑΜΠΕΛΟΚΗΠΟΙ
2015-06-05,,ΠΑΤΗΣΙΑ
2015-06-06,2015-08-31,ΠΕΤΡΑΛΩΝΑ
2014-03-27,2015-06-17,ΑΜΠΕΛΟΚΗΠΟΙ
2015-03-26,2015-06-17,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2015-04-27,2015-06-27,ΠΕΔΙΟ ΑΡΕΩΣ
2015-02-16,2015-06-26,ΝΕΟΣ ΚΟΣΜΟΣ
2015-02-24,2015-08-08,ΝΕΟΣ ΚΟΣΜΟΣ
2015-04-04,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ
2015-06-14,2015-06-22,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2015-06-14,2015-06-23,ΑΚΡΟΠΟΛΗ
2012-01-18,2015-06-22,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2015-06-02,2019-01-01,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2015-06-17,2015-07-26,ΚΟΛΩΝΑΚΙ
2015-06-11,2015-10-27,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-06-18,2015-07-05,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-06-08,2016-08-04,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2015-06-19,2015-07-17,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2015-06-21,2015-06-29,ΑΜΠΕΛΟΚΗΠΟΙ
2013-07-11,2015-06-30,ΘΗΣΕΙΟ
2012-03-17,2015-07-01,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2015-06-14,2015-06-29,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-06-15,2015-06-28,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2011-06-07,2015-08-03,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-06-25,,ΚΥΨΕΛΗ
2015-06-26,2015-07-06,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2015-04-20,2016-05-29,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ
2015-02-02,2015-07-06,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2013-09-10,2015-07-13,ΚΟΛΩΝΑΚΙ
2015-07-04,2015-09-19,ΠΑΓΚΡΑΤΙ
2015-07-06,,ΘΗΣΕΙΟ
2012-09-05,2015-09-21,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2015-07-07,2015-07-08,ΝΕΟΣ ΚΟΣΜΟΣ
2014-12-09,2015-07-18,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ
2015-06-11,2015-07-27,ΒΟΤΑΝΙΚΟΣ
2011-06-09,2016-08-17,ΝΕΟΣ ΚΟΣΜΟΣ
2015-04-30,2018-09-07,ΠΟΛΥΓΩΝΟ
2011-07-24,2015-08-07,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2015-07-15,,ΝΕΟΣ ΚΟΣΜΟΣ
2015-07-15,,ΝΕΟΣ ΚΟΣΜΟΣ
2015-07-15,2021-01-22,ΝΕΟΣ ΚΟΣΜΟΣ
2015-07-15,2020-10-31,ΝΕΟΣ ΚΟΣΜΟΣ
2015-07-15,,ΖΑΠΠΕΙΟ
2015-07-15,2021-01-17,ΖΑΠΠΕΙΟ
2015-07-15,2020-09-01,ΖΑΠΠΕΙΟ
2015-07-17,2015-07-25,ΠΑΓΚΡΑΤΙ
2015-07-18,2015-09-02,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2015-06-25,2015-12-29,ΠΑΓΚΡΑΤΙ
2014-05-12,2017-06-15,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2014-04-12,2015-08-05,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2015-07-27,2015-10-27,ΡΗΓΙΛΛΗΣ
2015-07-27,2015-08-03,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2015-07-27,,ΑΜΠΕΛΟΚΗΠΟΙ
2015-07-29,2015-08-23,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ
2015-07-29,2015-08-13,ΒΟΤΑΝΙΚΟΣ
2013-10-11,2015-08-16,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ
2015-08-01,2017-07-23,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2012-09-20,2015-08-18,ΚΕΡΑΜΕΙΚΟΣ
2015-03-30,2015-08-11,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2011-08-08,2015-09-02,ΝΕΟΣ ΚΟΣΜΟΣ
2015-07-31,2015-08-07,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2015-01-06,2015-09-15,ΚΥΨΕΛΗ
2014-10-26,2017-10-22,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2015-08-05,2016-06-03,ΝΕΟΣ ΚΟΣΜΟΣ
2014-06-13,2015-09-10,ΚΟΛΩΝΑΚΙ
2014-09-08,2016-01-03,ΛΥΚΑΒΗΤΤΟΣ
2015-08-12,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2011-08-09,2015-09-14,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2015-08-13,2015-09-10,ΝΕΟΣ ΚΟΣΜΟΣ
2015-04-15,2015-08-31,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-08-15,2015-08-26,ΙΛΙΣΙΑ
2015-08-15,2016-01-10,ΑΚΡΟΠΟΛΗ
2014-10-22,2018-01-28,ΚΕΡΑΜΕΙΚΟΣ
2014-03-14,2015-09-09,ΚΕΡΑΜΕΙΚΟΣ
2015-08-20,2015-10-05,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2015-03-22,2015-08-23,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2015-08-20,2015-08-26,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2012-09-20,2015-09-23,ΚΕΡΑΜΕΙΚΟΣ
2015-08-24,2017-04-08,ΠΑΓΚΡΑΤΙ
2015-08-27,2016-06-29,ΠΑΤΗΣΙΑ
2013-03-19,2015-09-30,ΚΟΛΩΝΑΚΙ
2015-08-29,2015-10-01,ΝΙΡΒΑΝΑ
2012-09-24,,ΚΟΛΩΝΑΚΙ
2015-01-22,2015-10-17,ΠΑΤΗΣΙΑ
2015-06-15,,ΠΑΓΚΡΑΤΙ
2015-09-01,,ΛΥΚΑΒΗΤΤΟΣ
2015-09-08,2018-07-15,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-09-03,,ΓΟΥΔΙ
2015-03-16,2016-04-15,ΑΜΠΕΛΟΚΗΠΟΙ
2015-09-08,2015-09-26,ΠΕΤΡΑΛΩΝΑ
2015-09-09,2015-10-05,ΚΥΨΕΛΗ
2015-08-17,2015-10-10,ΛΥΚΑΒΗΤΤΟΣ
2015-09-10,2015-10-16,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ
2014-07-25,2015-10-17,ΓΚΥΖΗ
2014-07-25,2015-10-16,ΓΚΥΖΗ
2015-08-28,2015-09-20,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2015-09-13,2016-03-27,ΠΑΓΚΡΑΤΙ
2013-11-13,2016-06-05,ΖΑΠΠΕΙΟ
2012-09-18,2016-02-12,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ
2015-09-11,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2015-04-13,2015-11-02,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2015-09-16,2016-06-02,ΠΟΛΥΓΩΝΟ
2015-09-21,2016-03-19,ΚΥΨΕΛΗ
2015-09-22,2016-09-28,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2014-11-11,2015-10-12,ΑΚΡΟΠΟΛΗ
2010-09-04,2016-04-18,ΓΚΥΖΗ
2015-09-25,2015-10-21,ΝΕΟΣ ΚΟΣΜΟΣ
2015-06-24,2016-06-09,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2015-09-28,2016-05-20,ΠΑΓΚΡΑΤΙ
2015-09-28,2015-10-12,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ
2015-09-29,2016-10-03,ΕΛΛΗΝΟΡΩΣΩΝ
2015-05-24,2017-04-06,ΠΑΓΚΡΑΤΙ
2015-09-30,,ΝΕΑ ΚΥΨΕΛΗ
2013-02-25,2015-11-28,ΚΥΨΕΛΗ
2015-04-30,2016-04-18,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2013-01-18,2016-06-25,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ
2015-09-28,2015-11-10,ΑΝΩ ΚΥΨΕΛΗ
2011-06-27,2015-11-11,ΕΛΛΗΝΟΡΩΣΩΝ
2015-10-02,2016-06-08,ΣΤΑΔΙΟ
2015-09-25,2015-10-11,ΝΕΟΣ ΚΟΣΜΟΣ
2015-04-04,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ
2015-10-05,,ΑΜΠΕΛΟΚΗΠΟΙ
2013-01-20,2016-06-03,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2014-04-12,2015-10-25,ΠΑΓΚΡΑΤΙ
2015-06-04,2016-06-16,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2015-10-10,2015-10-19,ΝΕΟΣ ΚΟΣΜΟΣ
2015-10-11,2016-04-03,ΙΛΙΣΙΑ
2015-10-11,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ
2015-08-31,2015-12-19,ΠΕΤΡΑΛΩΝΑ
2015-06-04,2015-10-28,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-10-09,2015-10-27,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2015-10-13,2015-11-02,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ
2015-10-14,2015-12-14,ΓΟΥΔΙ
,2016-12-06,ΘΗΣΕΙΟ
2014-08-30,,ΠΡΟΜΠΟΝΑ
2012-07-16,2015-12-13,ΑΝΩ ΠΑΤΗΣΙΑ
2015-07-03,2020-11-14,ΠΑΓΚΡΑΤΙ
2015-10-17,2015-11-11,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2010-04-19,2017-03-14,ΓΚΑΖΙ
2015-03-19,2015-11-03,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ
2015-10-19,2016-11-26,ΚΕΡΑΜΕΙΚΟΣ
2015-06-01,2015-10-24,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ
2015-10-21,2016-02-15,ΠΑΓΚΡΑΤΙ
2012-05-14,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2012-05-14,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2015-05-05,,ΠΕΔΙΟ ΑΡΕΩΣ
2015-10-26,2016-01-19,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ
2014-01-18,2018-06-23,ΘΗΣΕΙΟ
2015-08-05,2017-08-17,ΠΑΓΚΡΑΤΙ
2015-10-23,2016-01-05,ΠΑΤΗΣΙΑ
